path,class,label
Meat/156.jpg,Meat,5
Dairy product/327.jpg,Dairy product,1
Dessert/131.jpg,Dessert,2
Meat/1310.jpg,Meat,5
Egg/396.jpg,Egg,3
Meat/414.jpg,Meat,5
Dessert/862.jpg,Dessert,2
Soup/325.jpg,Soup,9
Seafood/478.jpg,Seafood,8
Noodles-Pasta/76.jpg,Noodles-Pasta,6
Dairy product/268.jpg,Dairy product,1
Fried food/239.jpg,Fried food,4
Bread/847.jpg,Bread,0
Egg/643.jpg,Egg,3
Dessert/1425.jpg,Dessert,2
Soup/514.jpg,Soup,9
Egg/970.jpg,Egg,3
Bread/261.jpg,Bread,0
Seafood/296.jpg,Seafood,8
Soup/1375.jpg,Soup,9
Fried food/556.jpg,Fried food,4
Dairy product/402.jpg,Dairy product,1
Bread/850.jpg,Bread,0
Bread/30.jpg,Bread,0
Dairy product/380.jpg,Dairy product,1
Meat/591.jpg,Meat,5
Bread/780.jpg,Bread,0
Dessert/978.jpg,Dessert,2
Bread/190.jpg,Bread,0
Dessert/689.jpg,Dessert,2
Vegetable-Fruit/113.jpg,Vegetable-Fruit,10
Meat/1188.jpg,Meat,5
Meat/544.jpg,Meat,5
Dessert/128.jpg,Dessert,2
Dairy product/193.jpg,Dairy product,1
Fried food/656.jpg,Fried food,4
Egg/385.jpg,Egg,3
Soup/260.jpg,Soup,9
Dessert/1091.jpg,Dessert,2
Egg/535.jpg,Egg,3
Dessert/10.jpg,Dessert,2
Bread/800.jpg,Bread,0
Dessert/1267.jpg,Dessert,2
Egg/640.jpg,Egg,3
Meat/962.jpg,Meat,5
Meat/622.jpg,Meat,5
Noodles-Pasta/9.jpg,Noodles-Pasta,6
Bread/962.jpg,Bread,0
Dairy product/163.jpg,Dairy product,1
Bread/712.jpg,Bread,0
Fried food/745.jpg,Fried food,4
Dessert/292.jpg,Dessert,2
Meat/1097.jpg,Meat,5
Egg/81.jpg,Egg,3
Dessert/183.jpg,Dessert,2
Meat/704.jpg,Meat,5
Soup/833.jpg,Soup,9
Soup/1131.jpg,Soup,9
Seafood/263.jpg,Seafood,8
Soup/1035.jpg,Soup,9
Bread/658.jpg,Bread,0
Fried food/93.jpg,Fried food,4
Soup/680.jpg,Soup,9
Dessert/1063.jpg,Dessert,2
Meat/577.jpg,Meat,5
Meat/881.jpg,Meat,5
Dairy product/137.jpg,Dairy product,1
Rice/217.jpg,Rice,7
Bread/24.jpg,Bread,0
Soup/1355.jpg,Soup,9
Seafood/643.jpg,Seafood,8
Egg/305.jpg,Egg,3
Fried food/700.jpg,Fried food,4
Dessert/498.jpg,Dessert,2
Bread/27.jpg,Bread,0
Bread/947.jpg,Bread,0
Soup/263.jpg,Soup,9
Soup/1086.jpg,Soup,9
Vegetable-Fruit/700.jpg,Vegetable-Fruit,10
Vegetable-Fruit/652.jpg,Vegetable-Fruit,10
Fried food/585.jpg,Fried food,4
Meat/1277.jpg,Meat,5
Egg/925.jpg,Egg,3
Bread/686.jpg,Bread,0
Rice/203.jpg,Rice,7
Dessert/1466.jpg,Dessert,2
Seafood/824.jpg,Seafood,8
Dessert/861.jpg,Dessert,2
Bread/271.jpg,Bread,0
Fried food/729.jpg,Fried food,4
Fried food/551.jpg,Fried food,4
Bread/73.jpg,Bread,0
Soup/85.jpg,Soup,9
Vegetable-Fruit/614.jpg,Vegetable-Fruit,10
Rice/182.jpg,Rice,7
Egg/438.jpg,Egg,3
Meat/135.jpg,Meat,5
Noodles-Pasta/67.jpg,Noodles-Pasta,6
Meat/1232.jpg,Meat,5
Meat/172.jpg,Meat,5
Seafood/382.jpg,Seafood,8
Dessert/1216.jpg,Dessert,2
Bread/552.jpg,Bread,0
Rice/246.jpg,Rice,7
Egg/75.jpg,Egg,3
Soup/813.jpg,Soup,9
Dairy product/308.jpg,Dairy product,1
Meat/467.jpg,Meat,5
Noodles-Pasta/191.jpg,Noodles-Pasta,6
Dessert/443.jpg,Dessert,2
Seafood/330.jpg,Seafood,8
Soup/87.jpg,Soup,9
Soup/604.jpg,Soup,9
Noodles-Pasta/48.jpg,Noodles-Pasta,6
Meat/1103.jpg,Meat,5
Dessert/17.jpg,Dessert,2
Bread/770.jpg,Bread,0
Soup/923.jpg,Soup,9
Vegetable-Fruit/385.jpg,Vegetable-Fruit,10
Dairy product/0.jpg,Dairy product,1
Dessert/1204.jpg,Dessert,2
Soup/291.jpg,Soup,9
Egg/757.jpg,Egg,3
Soup/550.jpg,Soup,9
Egg/126.jpg,Egg,3
Fried food/726.jpg,Fried food,4
Fried food/79.jpg,Fried food,4
Bread/984.jpg,Bread,0
Meat/224.jpg,Meat,5
Egg/89.jpg,Egg,3
Meat/264.jpg,Meat,5
Egg/655.jpg,Egg,3
Dessert/503.jpg,Dessert,2
Meat/1055.jpg,Meat,5
Soup/172.jpg,Soup,9
Meat/174.jpg,Meat,5
Dairy product/184.jpg,Dairy product,1
Seafood/372.jpg,Seafood,8
Fried food/183.jpg,Fried food,4
Soup/821.jpg,Soup,9
Meat/245.jpg,Meat,5
Egg/209.jpg,Egg,3
Rice/89.jpg,Rice,7
Fried food/39.jpg,Fried food,4
Fried food/654.jpg,Fried food,4
Dairy product/88.jpg,Dairy product,1
Seafood/281.jpg,Seafood,8
Soup/885.jpg,Soup,9
Meat/119.jpg,Meat,5
Bread/555.jpg,Bread,0
Seafood/108.jpg,Seafood,8
Bread/288.jpg,Bread,0
Fried food/308.jpg,Fried food,4
Soup/1073.jpg,Soup,9
Bread/99.jpg,Bread,0
Soup/1236.jpg,Soup,9
Bread/889.jpg,Bread,0
Seafood/317.jpg,Seafood,8
Bread/156.jpg,Bread,0
Bread/695.jpg,Bread,0
Soup/1039.jpg,Soup,9
Egg/31.jpg,Egg,3
Dessert/993.jpg,Dessert,2
Bread/370.jpg,Bread,0
Soup/300.jpg,Soup,9
Fried food/49.jpg,Fried food,4
Seafood/146.jpg,Seafood,8
Meat/601.jpg,Meat,5
Vegetable-Fruit/497.jpg,Vegetable-Fruit,10
Vegetable-Fruit/477.jpg,Vegetable-Fruit,10
Dessert/59.jpg,Dessert,2
Vegetable-Fruit/187.jpg,Vegetable-Fruit,10
Meat/1074.jpg,Meat,5
Soup/1205.jpg,Soup,9
Soup/377.jpg,Soup,9
Fried food/350.jpg,Fried food,4
Bread/612.jpg,Bread,0
Bread/678.jpg,Bread,0
Vegetable-Fruit/94.jpg,Vegetable-Fruit,10
Noodles-Pasta/423.jpg,Noodles-Pasta,6
Soup/1224.jpg,Soup,9
Noodles-Pasta/183.jpg,Noodles-Pasta,6
Rice/131.jpg,Rice,7
Seafood/343.jpg,Seafood,8
Soup/941.jpg,Soup,9
Soup/936.jpg,Soup,9
Bread/875.jpg,Bread,0
Dairy product/183.jpg,Dairy product,1
Bread/793.jpg,Bread,0
Bread/245.jpg,Bread,0
Fried food/704.jpg,Fried food,4
Noodles-Pasta/335.jpg,Noodles-Pasta,6
Seafood/117.jpg,Seafood,8
Noodles-Pasta/84.jpg,Noodles-Pasta,6
Soup/382.jpg,Soup,9
Fried food/205.jpg,Fried food,4
Meat/747.jpg,Meat,5
Dessert/604.jpg,Dessert,2
Vegetable-Fruit/378.jpg,Vegetable-Fruit,10
Seafood/703.jpg,Seafood,8
Bread/348.jpg,Bread,0
Meat/834.jpg,Meat,5
Bread/761.jpg,Bread,0
Bread/180.jpg,Bread,0
Egg/44.jpg,Egg,3
Bread/132.jpg,Bread,0
Dairy product/323.jpg,Dairy product,1
Dairy product/357.jpg,Dairy product,1
Vegetable-Fruit/468.jpg,Vegetable-Fruit,10
Dessert/176.jpg,Dessert,2
Fried food/838.jpg,Fried food,4
Bread/977.jpg,Bread,0
Meat/882.jpg,Meat,5
Soup/564.jpg,Soup,9
Soup/702.jpg,Soup,9
Dairy product/102.jpg,Dairy product,1
Dessert/369.jpg,Dessert,2
Egg/26.jpg,Egg,3
Meat/10.jpg,Meat,5
Meat/1301.jpg,Meat,5
Vegetable-Fruit/158.jpg,Vegetable-Fruit,10
Fried food/845.jpg,Fried food,4
Meat/389.jpg,Meat,5
Soup/913.jpg,Soup,9
Fried food/458.jpg,Fried food,4
Soup/187.jpg,Soup,9
Meat/923.jpg,Meat,5
Dessert/464.jpg,Dessert,2
Dairy product/414.jpg,Dairy product,1
Fried food/406.jpg,Fried food,4
Fried food/800.jpg,Fried food,4
Seafood/112.jpg,Seafood,8
Rice/27.jpg,Rice,7
Meat/1202.jpg,Meat,5
Soup/1164.jpg,Soup,9
Fried food/320.jpg,Fried food,4
Dessert/338.jpg,Dessert,2
Dairy product/59.jpg,Dairy product,1
Fried food/116.jpg,Fried food,4
Bread/43.jpg,Bread,0
Dairy product/1.jpg,Dairy product,1
Dairy product/133.jpg,Dairy product,1
Dessert/184.jpg,Dessert,2
Dessert/812.jpg,Dessert,2
Bread/303.jpg,Bread,0
Soup/340.jpg,Soup,9
Vegetable-Fruit/306.jpg,Vegetable-Fruit,10
Egg/666.jpg,Egg,3
Dairy product/212.jpg,Dairy product,1
Soup/562.jpg,Soup,9
Egg/548.jpg,Egg,3
Vegetable-Fruit/574.jpg,Vegetable-Fruit,10
Meat/371.jpg,Meat,5
Seafood/531.jpg,Seafood,8
Rice/33.jpg,Rice,7
Meat/1128.jpg,Meat,5
Egg/51.jpg,Egg,3
Bread/317.jpg,Bread,0
Seafood/475.jpg,Seafood,8
Dessert/1250.jpg,Dessert,2
Soup/414.jpg,Soup,9
Egg/566.jpg,Egg,3
Vegetable-Fruit/130.jpg,Vegetable-Fruit,10
Dessert/1092.jpg,Dessert,2
Meat/751.jpg,Meat,5
Soup/395.jpg,Soup,9
Noodles-Pasta/61.jpg,Noodles-Pasta,6
Meat/76.jpg,Meat,5
Bread/642.jpg,Bread,0
Meat/27.jpg,Meat,5
Dairy product/74.jpg,Dairy product,1
Soup/1376.jpg,Soup,9
Egg/90.jpg,Egg,3
Fried food/283.jpg,Fried food,4
Seafood/32.jpg,Seafood,8
Rice/249.jpg,Rice,7
Seafood/578.jpg,Seafood,8
Rice/133.jpg,Rice,7
Fried food/155.jpg,Fried food,4
Egg/726.jpg,Egg,3
Soup/1385.jpg,Soup,9
Soup/640.jpg,Soup,9
Vegetable-Fruit/33.jpg,Vegetable-Fruit,10
Bread/23.jpg,Bread,0
Noodles-Pasta/188.jpg,Noodles-Pasta,6
Fried food/370.jpg,Fried food,4
Dessert/788.jpg,Dessert,2
Fried food/212.jpg,Fried food,4
Egg/816.jpg,Egg,3
Dairy product/151.jpg,Dairy product,1
Soup/1422.jpg,Soup,9
Soup/448.jpg,Soup,9
Fried food/785.jpg,Fried food,4
Fried food/507.jpg,Fried food,4
Meat/324.jpg,Meat,5
Dessert/381.jpg,Dessert,2
Dairy product/217.jpg,Dairy product,1
Meat/905.jpg,Meat,5
Meat/1051.jpg,Meat,5
Meat/518.jpg,Meat,5
Fried food/744.jpg,Fried food,4
Vegetable-Fruit/570.jpg,Vegetable-Fruit,10
Rice/264.jpg,Rice,7
Soup/171.jpg,Soup,9
Egg/405.jpg,Egg,3
Fried food/48.jpg,Fried food,4
Meat/930.jpg,Meat,5
Dessert/372.jpg,Dessert,2
Dessert/1014.jpg,Dessert,2
Meat/554.jpg,Meat,5
Dessert/942.jpg,Dessert,2
Fried food/271.jpg,Fried food,4
Meat/51.jpg,Meat,5
Dairy product/223.jpg,Dairy product,1
Soup/1410.jpg,Soup,9
Dessert/431.jpg,Dessert,2
Meat/975.jpg,Meat,5
Meat/668.jpg,Meat,5
Fried food/85.jpg,Fried food,4
Egg/130.jpg,Egg,3
Egg/936.jpg,Egg,3
Dessert/743.jpg,Dessert,2
Dairy product/246.jpg,Dairy product,1
Vegetable-Fruit/115.jpg,Vegetable-Fruit,10
Meat/271.jpg,Meat,5
Meat/594.jpg,Meat,5
Fried food/180.jpg,Fried food,4
Seafood/436.jpg,Seafood,8
Meat/1081.jpg,Meat,5
Fried food/376.jpg,Fried food,4
Dessert/625.jpg,Dessert,2
Bread/457.jpg,Bread,0
Bread/60.jpg,Bread,0
Bread/290.jpg,Bread,0
Dessert/88.jpg,Dessert,2
Egg/236.jpg,Egg,3
Soup/197.jpg,Soup,9
Seafood/649.jpg,Seafood,8
Dessert/1348.jpg,Dessert,2
Dessert/1205.jpg,Dessert,2
Egg/261.jpg,Egg,3
Fried food/450.jpg,Fried food,4
Egg/165.jpg,Egg,3
Dessert/554.jpg,Dessert,2
Soup/841.jpg,Soup,9
Soup/970.jpg,Soup,9
Vegetable-Fruit/573.jpg,Vegetable-Fruit,10
Soup/1388.jpg,Soup,9
Soup/1166.jpg,Soup,9
Vegetable-Fruit/703.jpg,Vegetable-Fruit,10
Dessert/1129.jpg,Dessert,2
Soup/540.jpg,Soup,9
Dessert/489.jpg,Dessert,2
Noodles-Pasta/163.jpg,Noodles-Pasta,6
Dessert/987.jpg,Dessert,2
Fried food/360.jpg,Fried food,4
Egg/560.jpg,Egg,3
Egg/168.jpg,Egg,3
Dessert/797.jpg,Dessert,2
Soup/1071.jpg,Soup,9
Rice/233.jpg,Rice,7
Dessert/460.jpg,Dessert,2
Dessert/90.jpg,Dessert,2
Bread/302.jpg,Bread,0
Soup/473.jpg,Soup,9
Seafood/144.jpg,Seafood,8
Soup/88.jpg,Soup,9
Egg/769.jpg,Egg,3
Fried food/580.jpg,Fried food,4
Soup/167.jpg,Soup,9
Fried food/270.jpg,Fried food,4
Bread/921.jpg,Bread,0
Soup/91.jpg,Soup,9
Meat/1266.jpg,Meat,5
Egg/810.jpg,Egg,3
Dessert/254.jpg,Dessert,2
Soup/216.jpg,Soup,9
Fried food/825.jpg,Fried food,4
Egg/706.jpg,Egg,3
Fried food/99.jpg,Fried food,4
Dessert/581.jpg,Dessert,2
Noodles-Pasta/189.jpg,Noodles-Pasta,6
Seafood/342.jpg,Seafood,8
Soup/485.jpg,Soup,9
Bread/133.jpg,Bread,0
Soup/1196.jpg,Soup,9
Soup/1481.jpg,Soup,9
Bread/576.jpg,Bread,0
Seafood/271.jpg,Seafood,8
Dessert/1175.jpg,Dessert,2
Dessert/693.jpg,Dessert,2
Dessert/1234.jpg,Dessert,2
Meat/651.jpg,Meat,5
Egg/890.jpg,Egg,3
Vegetable-Fruit/523.jpg,Vegetable-Fruit,10
Noodles-Pasta/251.jpg,Noodles-Pasta,6
Rice/10.jpg,Rice,7
Meat/756.jpg,Meat,5
Dessert/574.jpg,Dessert,2
Fried food/682.jpg,Fried food,4
Dessert/335.jpg,Dessert,2
Seafood/265.jpg,Seafood,8
Vegetable-Fruit/95.jpg,Vegetable-Fruit,10
Dessert/1232.jpg,Dessert,2
Dessert/140.jpg,Dessert,2
Fried food/210.jpg,Fried food,4
Vegetable-Fruit/412.jpg,Vegetable-Fruit,10
Soup/1425.jpg,Soup,9
Meat/904.jpg,Meat,5
Soup/1334.jpg,Soup,9
Soup/204.jpg,Soup,9
Noodles-Pasta/249.jpg,Noodles-Pasta,6
Dessert/951.jpg,Dessert,2
Egg/310.jpg,Egg,3
Noodles-Pasta/16.jpg,Noodles-Pasta,6
Seafood/532.jpg,Seafood,8
Soup/290.jpg,Soup,9
Soup/1382.jpg,Soup,9
Soup/817.jpg,Soup,9
Soup/571.jpg,Soup,9
Seafood/699.jpg,Seafood,8
Bread/987.jpg,Bread,0
Meat/669.jpg,Meat,5
Dessert/668.jpg,Dessert,2
Egg/187.jpg,Egg,3
Dessert/1143.jpg,Dessert,2
Dairy product/36.jpg,Dairy product,1
Noodles-Pasta/56.jpg,Noodles-Pasta,6
Fried food/736.jpg,Fried food,4
Meat/7.jpg,Meat,5
Soup/1158.jpg,Soup,9
Soup/301.jpg,Soup,9
Bread/88.jpg,Bread,0
Bread/55.jpg,Bread,0
Meat/1140.jpg,Meat,5
Soup/359.jpg,Soup,9
Dairy product/236.jpg,Dairy product,1
Egg/196.jpg,Egg,3
Dairy product/158.jpg,Dairy product,1
Meat/559.jpg,Meat,5
Vegetable-Fruit/22.jpg,Vegetable-Fruit,10
Dessert/1342.jpg,Dessert,2
Soup/705.jpg,Soup,9
Soup/922.jpg,Soup,9
Soup/699.jpg,Soup,9
Fried food/424.jpg,Fried food,4
Dessert/867.jpg,Dessert,2
Egg/628.jpg,Egg,3
Bread/622.jpg,Bread,0
Bread/20.jpg,Bread,0
Fried food/81.jpg,Fried food,4
Meat/811.jpg,Meat,5
Egg/618.jpg,Egg,3
Bread/63.jpg,Bread,0
Meat/860.jpg,Meat,5
Soup/726.jpg,Soup,9
Dairy product/111.jpg,Dairy product,1
Egg/798.jpg,Egg,3
Soup/1077.jpg,Soup,9
Fried food/815.jpg,Fried food,4
Dessert/360.jpg,Dessert,2
Fried food/325.jpg,Fried food,4
Fried food/523.jpg,Fried food,4
Fried food/667.jpg,Fried food,4
Soup/1125.jpg,Soup,9
Seafood/637.jpg,Seafood,8
Meat/1160.jpg,Meat,5
Meat/1293.jpg,Meat,5
Fried food/778.jpg,Fried food,4
Egg/39.jpg,Egg,3
Seafood/249.jpg,Seafood,8
Egg/338.jpg,Egg,3
Meat/793.jpg,Meat,5
Bread/57.jpg,Bread,0
Vegetable-Fruit/590.jpg,Vegetable-Fruit,10
Soup/1030.jpg,Soup,9
Bread/554.jpg,Bread,0
Meat/103.jpg,Meat,5
Meat/1142.jpg,Meat,5
Noodles-Pasta/53.jpg,Noodles-Pasta,6
Seafood/229.jpg,Seafood,8
Dessert/998.jpg,Dessert,2
Egg/670.jpg,Egg,3
Meat/388.jpg,Meat,5
Noodles-Pasta/52.jpg,Noodles-Pasta,6
Dessert/635.jpg,Dessert,2
Meat/933.jpg,Meat,5
Soup/1449.jpg,Soup,9
Fried food/120.jpg,Fried food,4
Vegetable-Fruit/432.jpg,Vegetable-Fruit,10
Egg/332.jpg,Egg,3
Dairy product/98.jpg,Dairy product,1
Dairy product/50.jpg,Dairy product,1
Soup/608.jpg,Soup,9
Bread/258.jpg,Bread,0
Vegetable-Fruit/486.jpg,Vegetable-Fruit,10
Fried food/536.jpg,Fried food,4
Dessert/868.jpg,Dessert,2
Meat/519.jpg,Meat,5
Vegetable-Fruit/71.jpg,Vegetable-Fruit,10
Dessert/734.jpg,Dessert,2
Dessert/630.jpg,Dessert,2
Egg/764.jpg,Egg,3
Fried food/324.jpg,Fried food,4
Dessert/661.jpg,Dessert,2
Dessert/1151.jpg,Dessert,2
Dessert/1392.jpg,Dessert,2
Seafood/615.jpg,Seafood,8
Rice/177.jpg,Rice,7
Meat/351.jpg,Meat,5
Dessert/1473.jpg,Dessert,2
Rice/12.jpg,Rice,7
Dairy product/374.jpg,Dairy product,1
Meat/551.jpg,Meat,5
Seafood/780.jpg,Seafood,8
Egg/567.jpg,Egg,3
Fried food/833.jpg,Fried food,4
Seafood/171.jpg,Seafood,8
Noodles-Pasta/418.jpg,Noodles-Pasta,6
Bread/938.jpg,Bread,0
Seafood/563.jpg,Seafood,8
Dessert/380.jpg,Dessert,2
Egg/99.jpg,Egg,3
Vegetable-Fruit/365.jpg,Vegetable-Fruit,10
Soup/449.jpg,Soup,9
Egg/142.jpg,Egg,3
Dessert/954.jpg,Dessert,2
Soup/1202.jpg,Soup,9
Bread/200.jpg,Bread,0
Soup/481.jpg,Soup,9
Vegetable-Fruit/103.jpg,Vegetable-Fruit,10
Noodles-Pasta/221.jpg,Noodles-Pasta,6
Soup/434.jpg,Soup,9
Vegetable-Fruit/345.jpg,Vegetable-Fruit,10
Seafood/384.jpg,Seafood,8
Dairy product/62.jpg,Dairy product,1
Bread/794.jpg,Bread,0
Dessert/222.jpg,Dessert,2
Vegetable-Fruit/273.jpg,Vegetable-Fruit,10
Bread/787.jpg,Bread,0
Dessert/899.jpg,Dessert,2
Bread/752.jpg,Bread,0
Vegetable-Fruit/587.jpg,Vegetable-Fruit,10
Soup/557.jpg,Soup,9
Bread/574.jpg,Bread,0
Seafood/101.jpg,Seafood,8
Meat/703.jpg,Meat,5
Fried food/421.jpg,Fried food,4
Dairy product/428.jpg,Dairy product,1
Egg/425.jpg,Egg,3
Soup/153.jpg,Soup,9
Egg/139.jpg,Egg,3
Fried food/756.jpg,Fried food,4
Vegetable-Fruit/194.jpg,Vegetable-Fruit,10
Fried food/757.jpg,Fried food,4
Meat/935.jpg,Meat,5
Vegetable-Fruit/504.jpg,Vegetable-Fruit,10
Dessert/1022.jpg,Dessert,2
Soup/1111.jpg,Soup,9
Dairy product/342.jpg,Dairy product,1
Dairy product/375.jpg,Dairy product,1
Dessert/1239.jpg,Dessert,2
Soup/25.jpg,Soup,9
Egg/940.jpg,Egg,3
Soup/803.jpg,Soup,9
Soup/510.jpg,Soup,9
Dairy product/239.jpg,Dairy product,1
Fried food/361.jpg,Fried food,4
Egg/589.jpg,Egg,3
Fried food/345.jpg,Fried food,4
Dairy product/330.jpg,Dairy product,1
Egg/387.jpg,Egg,3
Egg/302.jpg,Egg,3
Vegetable-Fruit/405.jpg,Vegetable-Fruit,10
Dessert/144.jpg,Dessert,2
Dessert/773.jpg,Dessert,2
Dessert/919.jpg,Dessert,2
Meat/782.jpg,Meat,5
Dairy product/63.jpg,Dairy product,1
Seafood/197.jpg,Seafood,8
Noodles-Pasta/194.jpg,Noodles-Pasta,6
Noodles-Pasta/268.jpg,Noodles-Pasta,6
Dessert/1270.jpg,Dessert,2
Meat/1195.jpg,Meat,5
Egg/29.jpg,Egg,3
Soup/822.jpg,Soup,9
Noodles-Pasta/262.jpg,Noodles-Pasta,6
Fried food/24.jpg,Fried food,4
Seafood/620.jpg,Seafood,8
Meat/466.jpg,Meat,5
Fried food/231.jpg,Fried food,4
Meat/752.jpg,Meat,5
Seafood/504.jpg,Seafood,8
Noodles-Pasta/311.jpg,Noodles-Pasta,6
Meat/805.jpg,Meat,5
Egg/695.jpg,Egg,3
Dairy product/202.jpg,Dairy product,1
Fried food/304.jpg,Fried food,4
Seafood/206.jpg,Seafood,8
Dessert/151.jpg,Dessert,2
Fried food/246.jpg,Fried food,4
Egg/289.jpg,Egg,3
Noodles-Pasta/242.jpg,Noodles-Pasta,6
Bread/659.jpg,Bread,0
Soup/335.jpg,Soup,9
Meat/350.jpg,Meat,5
Meat/619.jpg,Meat,5
Soup/1288.jpg,Soup,9
Seafood/198.jpg,Seafood,8
Soup/882.jpg,Soup,9
Dairy product/386.jpg,Dairy product,1
Bread/109.jpg,Bread,0
Vegetable-Fruit/653.jpg,Vegetable-Fruit,10
Egg/713.jpg,Egg,3
Soup/303.jpg,Soup,9
Dessert/64.jpg,Dessert,2
Meat/1011.jpg,Meat,5
Soup/1471.jpg,Soup,9
Meat/297.jpg,Meat,5
Dairy product/146.jpg,Dairy product,1
Seafood/393.jpg,Seafood,8
Seafood/122.jpg,Seafood,8
Bread/586.jpg,Bread,0
Meat/568.jpg,Meat,5
Dessert/378.jpg,Dessert,2
Bread/732.jpg,Bread,0
Soup/1446.jpg,Soup,9
Seafood/30.jpg,Seafood,8
Soup/616.jpg,Soup,9
Meat/41.jpg,Meat,5
Bread/657.jpg,Bread,0
Bread/505.jpg,Bread,0
Dessert/426.jpg,Dessert,2
Bread/286.jpg,Bread,0
Bread/668.jpg,Bread,0
Bread/967.jpg,Bread,0
Vegetable-Fruit/245.jpg,Vegetable-Fruit,10
Meat/1200.jpg,Meat,5
Vegetable-Fruit/248.jpg,Vegetable-Fruit,10
Soup/370.jpg,Soup,9
Dairy product/17.jpg,Dairy product,1
Meat/341.jpg,Meat,5
Soup/709.jpg,Soup,9
Seafood/50.jpg,Seafood,8
Meat/1241.jpg,Meat,5
Dessert/650.jpg,Dessert,2
Meat/132.jpg,Meat,5
Fried food/826.jpg,Fried food,4
Noodles-Pasta/0.jpg,Noodles-Pasta,6
Seafood/803.jpg,Seafood,8
Dessert/63.jpg,Dessert,2
Meat/1274.jpg,Meat,5
Egg/104.jpg,Egg,3
Dessert/754.jpg,Dessert,2
Rice/277.jpg,Rice,7
Soup/107.jpg,Soup,9
Dessert/61.jpg,Dessert,2
Fried food/274.jpg,Fried food,4
Soup/688.jpg,Soup,9
Vegetable-Fruit/688.jpg,Vegetable-Fruit,10
Vegetable-Fruit/149.jpg,Vegetable-Fruit,10
Soup/989.jpg,Soup,9
Bread/61.jpg,Bread,0
Dessert/855.jpg,Dessert,2
Seafood/702.jpg,Seafood,8
Bread/903.jpg,Bread,0
Meat/1213.jpg,Meat,5
Noodles-Pasta/417.jpg,Noodles-Pasta,6
Fried food/327.jpg,Fried food,4
Seafood/139.jpg,Seafood,8
Fried food/219.jpg,Fried food,4
Vegetable-Fruit/639.jpg,Vegetable-Fruit,10
Meat/4.jpg,Meat,5
Dessert/906.jpg,Dessert,2
Bread/731.jpg,Bread,0
Fried food/475.jpg,Fried food,4
Dessert/252.jpg,Dessert,2
Bread/111.jpg,Bread,0
Fried food/58.jpg,Fried food,4
Dessert/1097.jpg,Dessert,2
Meat/79.jpg,Meat,5
Seafood/640.jpg,Seafood,8
Egg/511.jpg,Egg,3
Egg/984.jpg,Egg,3
Egg/472.jpg,Egg,3
Meat/137.jpg,Meat,5
Dairy product/107.jpg,Dairy product,1
Dessert/448.jpg,Dessert,2
Dairy product/2.jpg,Dairy product,1
Bread/807.jpg,Bread,0
Soup/127.jpg,Soup,9
Dessert/684.jpg,Dessert,2
Dessert/686.jpg,Dessert,2
Seafood/678.jpg,Seafood,8
Vegetable-Fruit/234.jpg,Vegetable-Fruit,10
Soup/1380.jpg,Soup,9
Egg/367.jpg,Egg,3
Meat/547.jpg,Meat,5
Soup/649.jpg,Soup,9
Seafood/576.jpg,Seafood,8
Bread/664.jpg,Bread,0
Vegetable-Fruit/637.jpg,Vegetable-Fruit,10
Fried food/339.jpg,Fried food,4
Dessert/764.jpg,Dessert,2
Egg/49.jpg,Egg,3
Dessert/1330.jpg,Dessert,2
Dessert/108.jpg,Dessert,2
Rice/158.jpg,Rice,7
Dessert/1407.jpg,Dessert,2
Dessert/109.jpg,Dessert,2
Soup/1081.jpg,Soup,9
Dairy product/30.jpg,Dairy product,1
Bread/151.jpg,Bread,0
Rice/227.jpg,Rice,7
Dessert/123.jpg,Dessert,2
Dessert/430.jpg,Dessert,2
Dessert/768.jpg,Dessert,2
Meat/1313.jpg,Meat,5
Noodles-Pasta/131.jpg,Noodles-Pasta,6
Bread/217.jpg,Bread,0
Bread/460.jpg,Bread,0
Soup/472.jpg,Soup,9
Dessert/1415.jpg,Dessert,2
Noodles-Pasta/316.jpg,Noodles-Pasta,6
Fried food/233.jpg,Fried food,4
Dessert/778.jpg,Dessert,2
Noodles-Pasta/23.jpg,Noodles-Pasta,6
Fried food/809.jpg,Fried food,4
Dessert/1132.jpg,Dessert,2
Soup/883.jpg,Soup,9
Bread/688.jpg,Bread,0
Rice/241.jpg,Rice,7
Fried food/571.jpg,Fried food,4
Dessert/883.jpg,Dessert,2
Noodles-Pasta/390.jpg,Noodles-Pasta,6
Vegetable-Fruit/612.jpg,Vegetable-Fruit,10
Dessert/780.jpg,Dessert,2
Soup/984.jpg,Soup,9
Vegetable-Fruit/32.jpg,Vegetable-Fruit,10
Bread/397.jpg,Bread,0
Dairy product/68.jpg,Dairy product,1
Soup/314.jpg,Soup,9
Dessert/1354.jpg,Dessert,2
Dessert/1176.jpg,Dessert,2
Meat/973.jpg,Meat,5
Rice/140.jpg,Rice,7
Meat/936.jpg,Meat,5
Dessert/439.jpg,Dessert,2
Dessert/723.jpg,Dessert,2
Seafood/473.jpg,Seafood,8
Soup/998.jpg,Soup,9
Vegetable-Fruit/512.jpg,Vegetable-Fruit,10
Vegetable-Fruit/694.jpg,Vegetable-Fruit,10
Dessert/1308.jpg,Dessert,2
Fried food/134.jpg,Fried food,4
Soup/356.jpg,Soup,9
Soup/1045.jpg,Soup,9
Soup/125.jpg,Soup,9
Dessert/1317.jpg,Dessert,2
